CNO,1,2,3,4,5,6,7,8,9,10,11,,,,,,,,,,,,,,,,,,,,,
C9381,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9382,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9383,frankfurter,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9384,whole milk,butter,domestic eggs,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9385,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9386,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9387,root vegetables,herbs,dessert,yogurt,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
C9388,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9389,other vegetables,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9390,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9391,pip fruit,root vegetables,packaged fruit/vegetables,whole milk,domestic eggs,flour,salt,,,,,,,,,,,,,,,,,,,,,,,,,
C9392,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9393,tropical fruit,root vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9394,yogurt,ice cream,soda,long life bakery product,specialty chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
C9395,sausage,dessert,UHT-milk,soda,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9396,yogurt,UHT-milk,frozen vegetables,pastry,potato products,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9397,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9398,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9399,pip fruit,whole milk,condensed milk,canned fish,misc. beverages,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,
C9400,hamburger meat,brown bread,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9401,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9402,sausage,other vegetables,cream cheese,soda,canned beer,white wine,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
C9403,sausage,ham,tropical fruit,pip fruit,other vegetables,whole milk,curd,dessert,condensed milk,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
C9404,sausage,bottled water,canned beer,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9405,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9406,pip fruit,butter,beverages,sliced cheese,ice cream,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
C9407,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9408,onions,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9409,ham,whole milk,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9410,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9411,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9412,ham,other vegetables,whole milk,dessert,yogurt,pasta,oil,canned fish,coffee,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,
C9413,sausage,ham,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9414,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9415,other vegetables,whole milk,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9416,cream cheese,white bread,Instant food products,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9417,dessert,yogurt,frozen vegetables,soda,misc. beverages,white wine,prosecco,long life bakery product,waffles,cleaner,toilet cleaner,dental care,napkins,newspapers,,,,,,,,,,,,,,,,,,
C9418,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9419,frankfurter,whipped/sour cream,condensed milk,frozen vegetables,salty snack,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
C9420,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9421,curd,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9422,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9423,other vegetables,butter milk,yogurt,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9424,pork,onions,other vegetables,salty snack,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
C9425,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9426,soda,fruit/vegetable juice,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9427,sausage,whole milk,hard cheese,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9428,other vegetables,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9429,pip fruit,root vegetables,other vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
C9430,tropical fruit,whole milk,butter,cream cheese,domestic eggs,fruit/vegetable juice,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,
C9431,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9432,root vegetables,herbs,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9433,sausage,white wine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9434,bottled water,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9435,citrus fruit,tropical fruit,pip fruit,berries,other vegetables,whipped/sour cream,soft cheese,brown bread,zwieback,soups,specialty vegetables,coffee,newspapers,shopping bags,,,,,,,,,,,,,,,,,,
C9436,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9437,pastry,margarine,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9438,pip fruit,whole milk,yogurt,whipped/sour cream,cream cheese,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
C9439,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9440,citrus fruit,root vegetables,whole milk,pastry,cat food,soda,cake bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
C9441,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9442,UHT-milk,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9443,rolls/buns,bottled water,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9444,whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9445,root vegetables,butter milk,specialty cheese,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9446,white bread,pastry,roll products,soda,fruit/vegetable juice,long life bakery product,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
C9447,nuts/prunes,whole milk,hard cheese,processed cheese,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9448,whole milk,cream cheese,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9449,soda,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9450,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9451,other vegetables,specialty cheese,bottled water,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9452,citrus fruit,grapes,whole milk,dessert,yogurt,brown bread,pastry,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
C9453,sausage,root vegetables,other vegetables,butter,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
C9454,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9455,pork,other vegetables,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9456,other vegetables,frozen meals,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9457,berries,root vegetables,hard cheese,spread cheese,bottled water,soda,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,
C9458,citrus fruit,grapes,whole milk,pastry,canned fruit,canned fish,chocolate,specialty bar,hygiene articles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,
C9459,sausage,citrus fruit,tropical fruit,other vegetables,tidbits,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C9460,citrus fruit,other vegetables,cream cheese,salty snack,waffles,chocolate,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,
C9461,root vegetables,other vegetables,frozen vegetables,canned vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9462,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9463,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9464,citrus fruit,other vegetables,whole milk,butter,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9465,tropical fruit,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9466,frankfurter,mayonnaise,semi-finished bread,canned beer,sparkling wine,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9467,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9468,other vegetables,whole milk,brown bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9469,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9470,frankfurter,sausage,pip fruit,hard cheese,bottled water,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,
C9471,whipped/sour cream,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9472,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9473,whole milk,pastry,oil,popcorn,snack products,detergent,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9474,sausage,other vegetables,brown bread,salt,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C9475,dessert,yogurt,soft cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9476,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
C9477,pip fruit,beverages,bottled water,soda,fruit/vegetable juice,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9478,yogurt,artif. sweetener,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9479,butter,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9480,tropical fruit,curd,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9481,root vegetables,onions,other vegetables,whole milk,frozen vegetables,frozen meals,jam,instant coffee,bottled water,misc. beverages,skin care,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,
C9482,meat,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9483,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9484,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9485,fish,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9486,root vegetables,whole milk,white bread,soda,waffles,specialty bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
C9487,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9488,coffee,bottled water,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9489,pastry,semi-finished bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9490,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9491,sausage,citrus fruit,nuts/prunes,white bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9492,sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9493,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9494,sausage,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9495,pip fruit,canned beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9496,citrus fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9497,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9498,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9499,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9500,citrus fruit,tropical fruit,pip fruit,onions,other vegetables,beverages,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,
C9501,butter,salt,margarine,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9502,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9503,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9504,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9505,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9506,frozen fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9507,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9508,root vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9509,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9510,sausage,chicken,onions,other vegetables,packaged fruit/vegetables,butter,yogurt,beverages,hard cheese,frozen vegetables,domestic eggs,white bread,bottled water,soda,fruit/vegetable juice,bottled beer,canned beer,sparkling wine,waffles,chocolate,candy,cleaner,dental care,,,,,,,,,
C9511,whole milk,tidbits,rolls/buns,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9512,butter,butter milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9513,citrus fruit,other vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9514,meat,citrus fruit,tropical fruit,berries,curd,whipped/sour cream,white bread,bottled water,long life bakery product,chocolate marshmallow,candy,dish cleaner,,,,,,,,,,,,,,,,,,,,
C9515,sausage,hamburger meat,canned beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9516,UHT-milk,frozen meals,brown bread,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9517,tropical fruit,frozen vegetables,rolls/buns,semi-finished bread,bottled beer,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
C9518,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9519,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9520,frankfurter,ham,tropical fruit,pip fruit,other vegetables,frozen vegetables,domestic eggs,zwieback,margarine,soda,,,,,,,,,,,,,,,,,,,,,,
C9521,tropical fruit,berries,yogurt,brown bread,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9522,tropical fruit,pip fruit,other vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9523,sausage,whole milk,dessert,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9524,frankfurter,pork,pip fruit,other vegetables,hard cheese,frozen meals,frozen dessert,pastry,semi-finished bread,sugar,soda,salty snack,specialty chocolate,specialty bar,candy,seasonal products,,,,,,,,,,,,,,,,
C9525,sausage,tropical fruit,yogurt,canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9526,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9527,hamburger meat,tropical fruit,herbs,other vegetables,whole milk,curd,ice cream,Instant food products,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
C9528,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9529,hamburger meat,whole milk,cream cheese,pastry,misc. beverages,fruit/vegetable juice,white wine,,,,,,,,,,,,,,,,,,,,,,,,,
C9530,ham,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9531,beef,yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9532,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9533,tropical fruit,rolls/buns,salt,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
C9534,whole milk,condensed milk,ice cream,coffee,napkins,kitchen towels,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9535,frankfurter,nuts/prunes,frozen meals,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9536,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9537,citrus fruit,pip fruit,berries,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9538,other vegetables,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9539,dessert,soda,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9540,oil,ketchup,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9541,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9542,root vegetables,other vegetables,butter,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9543,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9544,whole milk,whipped/sour cream,sweet spreads,waffles,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9545,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9546,tropical fruit,yogurt,rolls/buns,pastry,coffee,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
C9547,root vegetables,whole milk,frozen meals,domestic eggs,white bread,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,
C9548,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9549,cream cheese,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9550,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9551,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9552,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9553,pork,curd,dessert,whipped/sour cream,flour,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
C9554,sausage,tropical fruit,yogurt,frozen meals,ice cream,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
C9555,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9556,nuts/prunes,yogurt,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9557,sausage,frozen vegetables,domestic eggs,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9558,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9559,chicken,frozen meals,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9560,spread cheese,rolls/buns,white bread,pet care,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
C9561,tropical fruit,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9562,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9563,chicken,root vegetables,whole milk,rice,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9564,yogurt,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9565,citrus fruit,whole milk,yogurt,spread cheese,brown bread,bottled beer,white wine,long life bakery product,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
C9566,waffles,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9567,chicken,cream cheese,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9568,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9569,whole milk,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9570,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9571,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9572,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9573,frankfurter,beef,tropical fruit,grapes,onions,other vegetables,whole milk,whipped/sour cream,cream cheese,semi-finished bread,vinegar,,,,,,,,,,,,,,,,,,,,,
C9574,finished products,chicken,root vegetables,whole milk,butter milk,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
C9575,sausage,pip fruit,root vegetables,cream cheese,specialty cheese,white bread,brown bread,salt,margarine,canned fish,bottled water,soda,waffles,shopping bags,,,,,,,,,,,,,,,,,,
C9576,sausage,hamburger meat,other vegetables,rolls/buns,pasta,Instant food products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9577,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9578,root vegetables,whole milk,spread cheese,rolls/buns,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
C9579,whole milk,brown bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9580,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9581,sausage,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9582,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9583,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9584,soda,chewing gum,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9585,sausage,ham,beef,root vegetables,UHT-milk,pet care,soda,,,,,,,,,,,,,,,,,,,,,,,,,
C9586,frankfurter,canned fish,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9587,cat food,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9588,frankfurter,ham,tropical fruit,other vegetables,whole milk,processed cheese,white bread,potato products,fruit/vegetable juice,decalcifier,shopping bags,,,,,,,,,,,,,,,,,,,,,
C9589,pork,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9590,pork,root vegetables,processed cheese,curd cheese,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9591,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9592,grapes,soft cheese,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9593,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9594,beef,hamburger meat,citrus fruit,tropical fruit,root vegetables,onions,other vegetables,whole milk,curd,whipped/sour cream,flour,pudding powder,,,,,,,,,,,,,,,,,,,,
C9595,beef,grapes,herbs,other vegetables,whole milk,curd,whipped/sour cream,frozen vegetables,ice cream,oil,coffee,fruit/vegetable juice,chewing gum,specialty chocolate,cleaner,kitchen towels,,,,,,,,,,,,,,,,
C9596,sausage,meat,whole milk,cream cheese,soda,cake bar,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,
C9597,frankfurter,pork,UHT-milk,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9598,tropical fruit,onions,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9599,frankfurter,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9600,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9601,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9602,ham,sliced cheese,white bread,canned vegetables,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C9603,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9604,finished products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9605,pork,pip fruit,other vegetables,butter milk,white bread,pastry,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
C9606,oil,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9607,finished products,onions,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9608,frankfurter,pork,citrus fruit,whole milk,whipped/sour cream,rolls/buns,oil,sugar,soups,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,
C9609,chicken,citrus fruit,onions,other vegetables,yogurt,pet care,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
C9610,frozen meals,canned beer,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9611,curd,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9612,root vegetables,whole milk,curd,rolls/buns,pastry,pasta,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
C9613,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9614,whole milk,specialty cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9615,pork,whole milk,frozen meals,rolls/buns,pastry,ready soups,waffles,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
C9616,frozen meals,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9617,beef,other vegetables,whole milk,yogurt,brown bread,liquor,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
C9618,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9619,pork,whole milk,yogurt,tidbits,rolls/buns,pickled vegetables,bags,,,,,,,,,,,,,,,,,,,,,,,,,
C9620,jam,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9621,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9622,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9623,ham,chicken,pork,root vegetables,whole milk,whipped/sour cream,rolls/buns,sugar,soda,waffles,chocolate,specialty chocolate,chocolate marshmallow,napkins,,,,,,,,,,,,,,,,,,
C9624,chewing gum,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9625,finished products,other vegetables,butter,cream cheese,processed cheese,domestic eggs,rolls/buns,pastry,long life bakery product,candy,,,,,,,,,,,,,,,,,,,,,,
C9626,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9627,frankfurter,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9628,other vegetables,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9629,sausage,butter,pastry,vinegar,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9630,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9631,specialty bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9632,butter milk,frozen dessert,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9633,tropical fruit,pip fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9634,pet care,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9635,chicken,pip fruit,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9636,other vegetables,yogurt,whipped/sour cream,frozen vegetables,rice,soda,chocolate,cling film/bags,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
C9637,other vegetables,packaged fruit/vegetables,yogurt,whipped/sour cream,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9638,whole milk,instant coffee,misc. beverages,fruit/vegetable juice,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
C9639,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
